"urn:cite:ecod:codbod8","Cologny, Fondation Martin Bodmer, Cod. Bodmer 8 (www.e-codices.unifr.ch)","/project/homer/pyramidal/CodBod8"
"urn:cite:ap:apimg","Freely available images from the Archimedes Palimpsest project","/project/palimpsest/pyramids"
